name,cuisine,category,location,city,price,lat,lng,rating
Rich Table,American,Lunch/Dinner,Hayes Valley,San Francisco,3,37.7748657,-122.4228497,3.7
The Mill,Coffee,Cafe|Brunch,Nopa,San Francisco,2,37.7764861,-122.4378944,3.9
Foreign Cinema,American,Brunch|Lunch/Dinner|Date Night|Drinks,Mission,San Francisco,3,37.7564917,-122.4191194,4.2
Delarosa,Italian,Lunch/Dinner,Yerba Buena|Marina/Cow Hollow,San Francisco,2,37.7858351,-122.404415,3.9
Delarosa,Italian,Lunch/Dinner,Yerba Buena|Marina/Cow Hollow,San Francisco,2,37.8002893,-122.439106,3.9
Stonemill Matcha,Japanese,Cafe|Brunch,Mission,San Francisco,2,37.7639681,-122.4216256,4.2
Bluestone Lane,Australian,Brunch|Cafe,Fidi|Soma|Lower Nob Hill|Union Square,San Francisco,2,37.78781250000000,-122.4029131,3.9
Bluestone Lane,Australian,Brunch|Cafe,Fidi|Soma|Lower Nob Hill|Union Square,San Francisco,2,37.7892025,-122.4098192,3.9
Bluestone Lane,Australian,Brunch|Cafe,Fidi|Soma|Lower Nob Hill|Union Square,San Francisco,2,37.7910068,-122.4012623,3.9
Bluestone Lane,Australian,Brunch|Cafe,Fidi|Soma|Lower Nob Hill|Union Square,San Francisco,2,37.788651,-122.4002881,3.9
Bob's Donut and Pastry Shop,Bakery,Desserts|Quick Bites,Polk Gulch,San Francisco,1,37.7918769,-122.4212009,4.0
Sweet Maple,American,Brunch,Lower Pacific Heights,San Francisco,2,37.78570820000000,-122.4351203,4.0
Surisan,Korean,Brunch|Lunch/Dinner,Fisherman's Wharf,San Francisco,2,37.8067911,-122.417499,3.7
The Coffee Movement,Coffee,Cafe,Chinatown,San Francisco,1,37.7947671,-122.4102942,4.4
Beretta,Italian,Lunch/Dinner|Drinks,Nopa|Mission,San Francisco,2,37.7538556,-122.4206327,4.1
Beretta,Italian,Lunch/Dinner|Drinks,Nopa|Mission,San Francisco,2,37.77574330000000,-122.4382528,4.1
Sasa Japanese Restaurant,Japanese|Sushi,Lunch/Dinner|Date Night,Japantown,San Francisco,3,37.7852831,-122.4293591,4.3
Uji Time Dessert,Japanese,Desserts|Quick Bites,Japantown|Yerba Buena,San Francisco,1,37.7852472,-122.4291833,4.0
Uji Time Dessert,Japanese,Desserts|Quick Bites,Japantown|Yerba Buena,San Francisco,1,37.784291,-122.4035472,4.0
The Madrigal,Bar,Bar|Drinks,Civic Center,San Francisco,2,37.7767256,-122.4192093,3.9
Noosh,Mediterranean,Lunch/Dinner|Brunch|Date Night|Drinks,Lower Pacific Heights,San Francisco,2,37.7880414,-122.4338098,4.0
On the Bridge,Japanese,Lunch/Dinner|Drinks,Japantown,San Francisco,2,37.7850467,-122.4316452,4.0
Jikasei Mensho,Japanese|Ramen,Quick Bites|Lunch/Dinner,Soma,San Francisco,2,37.7763173,-122.4167676,3.8
Good Mong Kok Bakery,Chinese|Dim Sum,Lunch/Dinner|Quick Bites|To Share,Chinatown,San Francisco,1,37.795455,-122.408356,3.7
Dim Sum Bistro,Chinese|Dim Sum,Lunch/Dinner|Quick Bites|To Share,Chinatown,San Francisco,1,37.7975803,-122.4081677,3.7
Miss Saigon,Vietnamese,Lunch/Dinner,Soma,San Francisco,1,37.7807802,-122.408721,4.0
Burma Superstar,Burmese|Southeast Asian,Lunch/Dinner,Inner Richmond,San Francisco,2,37.78281400000000,-122.4625643,4.0
LITTLE SWEET,Tea|Asian,Desserts|Tea|Quick Bites,Inner Richmond|Union Square|Inner Sunset,San Francisco,2,37.7865938,-122.4059587,3.8
LITTLE SWEET,Tea|Asian,Desserts|Tea|Quick Bites,Inner Richmond|Union Square|Inner Sunset,San Francisco,2,37.7649409,-122.46666,3.8
LITTLE SWEET,Tea|Asian,Desserts|Tea|Quick Bites,Inner Richmond|Union Square|Inner Sunset,San Francisco,2,37.7814126,-122.4606499,3.8
Wilder,American|Bar,Bar|Brunch|Drinks|Lunch/Dinner,Marina/Cow Hollow,San Francisco,2,37.79881650000000,-122.4357307,3.7
BAIA,Italian|Vegan,Date Night,Hayes Valley,San Francisco,2,37.7781634,-122.4217955,4.2
State Bird Provisions,American,To Share|Lunch/Dinner,Western Addition,San Francisco,3,37.7836806,-122.4330028,4.3
Kahnfections,Bakery,Brunch|Quick Bites|Cafe,Mission,San Francisco,1,37.7587553,-122.4152538,4.1
Wooden Spoon,American,Brunch,Duboce Triangle,San Francisco,2,37.7666797,-122.4305067,4.0
Alnico,Asian|American,Brunch|Drinks,Mission,San Francisco,2,37.755944,-122.421318,4.2
um.ma,Korean,Lunch/Dinner|Drinks|To Share,Inner Sunset,San Francisco,2,37.7655061,-122.466241,4.3
Lao Table,Southeast Asian|Laotian,Lunch/Dinner|Drinks,Fidi,San Francisco,2,37.7874903,-122.3987098,3.9
Che Fico,Italian,Date Night|Drinks|Lunch/Dinner,Nopa,San Francisco,3,37.7774971,-122.4380182,3.8
Korner Store,Korean|Bar,Bar|Quick Bites|To Share,Mission,San Francisco,1,37.7610855,-122.4217328,4.3
Blondie's Bar,Bar,Bar|Drinks,Mission,San Francisco,2,37.764216,-122.4221214,4.1
Cafe Hana,Tea|Coffee|Japanese,Tea|Quick Bites,Japantown,San Francisco,1,37.7851991,-122.4303062,4.0
Craftsman and Wolves,Bakery,Bakery|Quick Bites|Cafe|Brunch,Mission,San Francisco,2,37.7609056,-122.4216833,4.2
Dancing Yak,Nepalese,Lunch/Dinner|Date Night|Drinks|To Share,Mission,San Francisco,2,37.7685299,-122.4225396,4.0
Arcana,Bar|Wine,Bar|Drinks|Date Night,Mission,San Francisco,2,37.7567338,-122.4192231,4.4
Propagation,Bar,Bar|Drinks,Lower Nob Hill,San Francisco,2,37.7871798,-122.4164241,4.4
Shuggie's,American|Pizza,Lunch/Dinner|Drinks,Mission,San Francisco,3,37.7536884,-122.4195459,4.4
Happy Shabu Shabu,Japanese,To Share,Western Addition,San Francisco,2,37.7824491,-122.4326914,4.0
Automat,American|Bakery,Bakery|Brunch|Lunch/Dinner|Drinks,Nopa,San Francisco,2,37.7772103,-122.4419555,4.3
Mi Familia Taqueria,Mexican,Lunch/Dinner|Quick Bites,Haight-Ashbury,San Francisco,1,37.7693024,-122.451731,4.0
Pizzeria Delfina,Pizza|Italian,Lunch/Dinner|Drinks,Pacific Heights|Mission,San Francisco,2,37.7889721,-122.4343201,3.9
Pizzeria Delfina,Pizza|Italian,Lunch/Dinner|Drinks,Pacific Heights|Mission,San Francisco,2,37.7613671,-122.4243616,3.9
Ocean Beach Cafe,Cafe,Cafe|Brunch|Quick Bites,Outer Richmond,San Francisco,2,37.7745996,-122.5106059,4.0
Moongate Lounge,Bar|Chinese,Bar|Drinks|Date Night,Chinatown,San Francisco,2,37.7937209,-122.4066555,4.5
Bottle Club Pub,Bar,Bar|Drinks,Tenderloin,San Francisco,2,37.7866605,-122.4124094,3.9
Na Ya Dessert Cafe,Asian|Cafe,Desserts|Cafe,Hayes Valley|Inner Richmond,San Francisco,2,37.7806373,-122.4768617,3.9
Na Ya Dessert Cafe,Asian|Cafe,Desserts|Cafe,Hayes Valley|Inner Richmond,San Francisco,2,37.7772306,-122.4248817,3.9
jina bakes,Bakery|Cafe,Bakery|Cafe|Quick Bites,Japantown,San Francisco,2,37.7849195,-122.4318719,4.3
Ragazza,Italian,Lunch/Dinner,Lower Haight,San Francisco,2,37.7724494,-122.4374639,4.0
La Taqueria,Mexican,Lunch/Dinner|Quick Bites,Mission,San Francisco,1,37.75087860000000,-122.4181833,4.4
The Bird,American|Chicken,Lunch/Dinner|Quick Bites,Hayes Valley|Yerba Buena,San Francisco,1,37.7872367,-122.4000993,4.0
The Bird,American|Chicken,Lunch/Dinner|Quick Bites,Hayes Valley|Yerba Buena,San Francisco,1,37.7769577,-122.4232471,4.0
Rise & Grind Coffee,Cafe|Coffee,Cafe,Inner Richmond|Mission,San Francisco,1,37.7737174,-122.4661482,4.3
Rise & Grind Coffee,Cafe|Coffee,Cafe,Inner Richmond|Mission,San Francisco,1,37.7558053,-122.4145989,4.3
Fig & Thistle,Bar|Wine,Bar|Drinks,Hayes Valley,San Francisco,2,37.7772496,-122.4232435,4.3
Dumpling Home,Chinese,Lunch/Dinner,Hayes Valley,San Francisco,2,37.7758205,-122.4226361,4.2
The Beehive,Bar,Bar|Drinks|Date Night,Mission,San Francisco,3,37.7594112,-122.4215672,4.1
Kitchen Story,American,Brunch,The Castro,San Francisco,2,37.7642741,-122.4307241,4.0
Birba,Wine|Bar,Bar|To Share|Date Night,Hayes Valley,San Francisco,2,37.7778352,-122.4242241,4.3
Taqueria El Buen Sabor,Mexican,Lunch/Dinner,Mission,San Francisco,1,37.7618446,-122.4214453,3.9
Horsefeather,American,Bar|Lunch/Dinner|Brunch|Drinks,Nopa,San Francisco,2,37.7744924,-122.4375151,4.0
The Tailor's Son,Italian,Lunch/Dinner|Bar|Drinks,Lower Pacific Heights,San Francisco,2,37.7886107,-122.4340502,4.4
Troya,Mediterranean|Turkish,Lunch/Dinner|Brunch|Date Night|Desserts|To Share,Pacific Heights,San Francisco,2,37.7893985,-122.4341527,4.0
Chili House,Chinese,Lunch/Dinner|To Share,Inner Richmond,San Francisco,2,37.7829921,-122.4671175,4.3
Cold Drinks Bar,Bar,Bar|Drinks|Date Night,North Beach,San Francisco,3,37.7979472,-122.4077917,4.4
Madrone Art Bar,Bar,Bar|Drinks,Nopa,San Francisco,2,37.7741911,-122.4374556,3.8
The New Spot on Polk,American,Brunch|Lunch/Dinner|Drinks,Russian Hill,San Francisco,2,37.7989333,-122.4225306,3.9
Saint Frank Coffee,Coffee,Cafe,Polk Gulch,San Francisco,2,37.7984797,-122.4220775,4.0
ROOH,Indian,Lunch/Dinner|To Share|Date Night|Drinks,South Beach,San Francisco,3,37.7811657,-122.3925262,4.3
Kantine,Scandinavian,Brunch|Cafe,Duboce Triangle,San Francisco,2,37.7705108,-122.4254828,4.1
Hazie's,Bar|American,Bar|Drinks|Lunch/Dinner,Hayes Valley,San Francisco,2,37.7763838,-122.4247376,3.8
R & G Lounge,Chinese,Drinks|Lunch/Dinner|To Share,Chinatown,San Francisco,2,37.794097,-122.4048745,4.1
Breadbelly,Asian|Bakery|Cafe,Cafe|Quick Bites|Desserts,Inner Richmond,San Francisco,2,37.7826278,-122.4743735,4.2
Loquat,Bakery|Cafe|Jewish,Cafe|Drinks|Desserts|Quick Bites,Hayes Valley,San Francisco,2,37.7749343,-122.4223706,4.1
Palette Tea House,Dim Sum|Chinese,To Share|Brunch,Fort Mason,San Francisco,3,37.8059811,-122.4229458,4.4
Fondue Chinoise,Chinese,To Share|Lunch/Dinner,North Beach,San Francisco,2,37.7982845,-122.4044537,4.0
Slice House Haight,Italian|Pizza,Quick Bites,Haight-Ashbury,San Francisco,2,37.7698335,-122.4475637,4.0
Khob Khun Thai,Thai,Brunch|Lunch/Dinner,Inner Richmond,San Francisco,2,37.7809632,-122.459617,4.0
Han Il Kwan,Korean,Lunch/Dinner|To Share|Drinks,Outer Richmond,San Francisco,2,37.7767113,-122.4782853,3.9
ZERO&,Tea|Bakery,Cafe|Quick Bites|Tea,Hayes Valley|Yerba Buena,San Francisco,1,37.776691,-122.423638,4.0
ZERO&,Tea|Bakery,Cafe|Quick Bites|Tea,Hayes Valley|Yerba Buena,San Francisco,1,37.7839767,-122.4054904,4.0
Taqueria Cazadores,Mexican,Quick Bites|Lunch/Dinner,Soma,San Francisco,1,37.7727806,-122.4188524,4.0
Itria,Italian,Lunch/Dinner|Drinks|Date Night,Mission,San Francisco,3,37.7524495,-122.417833,4.6
Yuanbao Jiaozi,Chinese,Quick Bites|Lunch/Dinner,Outer Sunset,San Francisco,1,37.7635395,-122.4807449,4.3
Chong Qing Xiao Mian,Chinese,Noodles|Lunch/Dinner,Chinatown,San Francisco,1,37.7964254,-122.4053439,4
Jaranita SF,Peruvian|Latin American,Lunch/Dinner|Drinks|Brunch,Marina/Cow Hollow,San Francisco,2,37.80024120000000,-122.4375457,4.3
Tartine Inner Sunset,Bakery|Cafe,Brunch|Cafe|Quick Bites,Inner Sunset,San Francisco,2,37.7653523,-122.4662942,4.2
Le Marais Bakery,French|Bakery|Cafe,Cafe|Brunch,Lower Nob Hill|Castro,San Francisco,2,37.7880597,-122.4192118,4
Le Marais Bakery,French|Bakery|Cafe,Cafe|Brunch,Lower Nob Hill|Castro,San Francisco,2,37.7612552,-122.43076,4
Pineapple King Bakery,Chinese|Bakery,Quick Bites,Outer Sunset,San Francisco,1,37.7633914,-122.4784707,4.7
San Tung,Chinese,Lunch/Dinner,Inner Sunset,San Francisco,2,37.7637858,-122.4690045,4
Great Eastern,Chinese|Dim Sum,To Share|Lunch/Dinner,Chinatown,San Francisco,2,37.7960366,-122.4059531,3.9
Pica Pica Arepa Kitchen,Venezuelan,Quick Bites|Lunch/Dinner,Mission,San Francisco,2,37.7664592,-122.4219016,4
Four Barrel Coffee,Coffee,Cafe,Mission,San Francisco,2,37.767021,-122.4219573,4.1
Ariscault Bakery,Bakery,Quick Bites,Inner Richmond|Civic Center,San Francisco,2,37.7834259,-122.4593062,4.2
Ariscault Bakery,Bakery,Quick Bites,Inner Richmond|Civic Center,San Francisco,2,37.7808806,-122.4134256,4.2
KAGAWA-YA UDON,Japanese|Udon,Noodles|Lunch/Dinner,Civic Center,San Francisco,2,37.7757569,-122.4181092,4
Trade Routes,Bar,Bar|Drinks,Polk Gulch,San Francisco,2,37.7930423,-122.4210628,4.1
Members Only,Bar,Bar|Lunch/Dinner,Lower Nob Hill,San Francisco,2,37.7873051,-122.4182117,4.3
Heist,American,Brunch,Lower Nob Hill,San Francisco,2,37.7878464,-122.412987,4
Hed Verythai,Thai,Lunch/Dinner,Union Square,San Francisco,2,37.790406,-122.4034643,3.8
Hinodeya,Japanese|Ramen,Lunch/Dinner,Chinatown|Union Square|Japantown,San Francisco,2,37.7945962,-122.404461,4
Hinodeya,Japanese|Ramen,Lunch/Dinner,Chinatown|Union Square|Japantown,San Francisco,2,37.7862424,-122.430058,4
Hinodeya,Japanese|Ramen,Lunch/Dinner,Chinatown|Union Square|Japantown,San Francisco,2,37.7862741,-122.4085169,4
Fort Point,Brewery,Drinks,Mission|Embarcadero,San Francisco,2,37.7609652,-122.4235695,4
Fort Point,Brewery,Drinks,Mission|Embarcadero,San Francisco,2,37.7955872,-122.3944197,4
La Oaxaqueña,Mexican,Lunch/Dinner,Mission,San Francisco,1,37.7629157,-122.4197557,4.3
Arbor,American,Lunch/Dinner|Brunch,Hayes Valley,San Francisco,2,37.7771087,-122.4226547,4
Back to Back,Wine,Lunch/Dinner|Drinks|Date Night,Nob Hill,San Francisco,2,37.7941628,-122.4132647,4.9
Loló,Mexican,Dinner|Drinks,Mission,San Francisco,2,37.7573807,-122.4213345,4
Good Good Culture Club,Asian,Dinner,Mission,San Francisco,3,37.7618143,-122.4229679,4.4
Marigold Cafe,Coffee,Cafe,Mission,San Francisco,1,37.7574875,-122.4085181,4.3
Rintaro,Japanese,Drinks|Dinner,Mission,San Francisco,3,37.768875,-122.4151361,4.4
Sextant Coffee Roasters,Coffee,Cafe,Soma,San Francisco,2,37.7724648,-122.412957,4.5
Lucinda's Deli & More,Sandwiches,Quick Bites,Alamo Square,San Francisco,2,37.7747974,-122.4362104,4.4
Fable,American,Lunch/Dinner|Brunch|Drinks|Date Night,Castro,San Francisco,2,37.7599538,-122.4351122,4.3
Dalva,Bar,Bar|Drinks,Mission,San Francisco,2,37.7647725,-122.4224923,4.3
Bar Part Time,Bar|Wine,Bar|Drinks,Mission,San Francisco,2,37.7681234,-122.4241805,4.6
Primavera,Mexican,Brunch|Quick Bites,Embarcadero,San Francisco,2,37.7956928,-122.392368,4.5
Anina,Bar,Bar|Drinks,Hayes Valley,San Francisco,2,37.77691720000000,-122.4243476,4.3
Rad Radish,Vegan,Lunch/Dinner|Brunch,Hayes Valley,San Francisco,2,37.7769287,-122.4215742,4.1
Bodega SF,Vietnamese,Lunch/Dinner,Union Square,San Francisco,2,37.7848262,-122.4093022,4.4
Ilcha,Korean,Dinner|Drinks|To Share,Marina/Cow Hollow,San Francisco,2,37.7995055,-122.4368309,4.3
Farley's Coffeehouse,Coffee,Cafe,Potrero Hill,San Francisco,1,37.76253320000000,-122.3960045,4
Plow,American,Brunch,Potrero Hill,San Francisco,2,37.762565,-122.395405,4.2
Abacá,Filipino,Brunch|Lunch/Dinner|Drinks|Date Night,Fisherman's Wharf,San Francisco,3,37.80673670000000,-122.4169367,4.6
Linden & Laguna,Wine,Bar|Dinner,Hayes Valley,San Francisco,2,37.77598450000000,-122.4260068,4
Hook Fish Co,Seafood,Lunch/Dinner|Quick Bites,Outer Sunset,San Francisco,2,37.7623799,-122.5068746,4.3
Eight Tables by George Chen,Chinese,Dinner|Drinks|Date Night,North Beach,San Francisco,4,37.7979431,-122.4078445,4.3
Turtle Tower,Vietnamese,Lunch/Dinner,Soma,San Francisco,1,37.7760817,-122.4022914,4
Beit Rima,Middle Eastern,Lunch/Dinner,Duboce Triangle|Cole Valley,San Francisco,2,37.7687195,-122.429274,4.2
Beit Rima,Middle Eastern,Lunch/Dinner,Duboce Triangle|Cole Valley,San Francisco,2,37.7659418,-122.4496866,4.2
Nari,Thai,Dinner|Date Night,Japantown,San Francisco,3,37.7855302,-122.4287969,4.6
Schlok's,Bagels,Quick Bites,Nopa,San Francisco,2,37.7738376,-122.4386874,3.8
20 Spot,Wine,Dinner|Drinks|Date Night,Mission,San Francisco,3,37.7584668,-122.4204123,4.5
Wildhawk,Bar,Bar|Drinks,Mission,San Francisco,2,37.7602833,-122.4207958,4.7
The Laundromat SF,Bagels|Pizza,Lunch/Dinner|Quick Bites|Drinks|Brunch,Outer Richmond,San Francisco,2,37.7755216,-122.498904,4.4
Mothership,Bar,Bar|Drinks,Mission,San Francisco,2,37.7469249,-122.419351,4.6
Devil's Teeth Baking Company,Cafe,Cafe|Brunch|Quick Bites,Outer Richmond|Outer Sunset,San Francisco,2,37.7531472,-122.5050278,4
Devil's Teeth Baking Company,Cafe,Cafe|Brunch|Quick Bites,Outer Richmond|Outer Sunset,San Francisco,2,37.7755224,-122.4977012,4
Sizzling Pot King,Chinese,Lunch/Dinner,Soma,San Francisco,2,37.7771586,-122.4126183,4.8
Beloved Cafe,Cafe|American,Brunch|Cafe|Juice,Mission,San Francisco,2,37.7522986,-122.4192935,4
Arizmendi Bakery,Bakery|Pizza,Quick Bites,Mission|Inner Sunset,San Francisco,2,37.7634047,-122.466442,4.5
Arizmendi Bakery,Bakery|Pizza,Quick Bites,Mission|Inner Sunset,San Francisco,2,37.7526428,-122.4211414,4.5
Breakfast Little,Cafe|Mexican,Brunch,Mission,San Francisco,2,37.7552508,-122.4203886,4.6
Copra,Indian,Date Night|Dinner|To Share|Drinks,Japantown,San Francisco,3,37.7853703,-122.4327894,4.8
Teakwood,Burmese,Dinner|Drinks|Date Night,Hayes Valley,San Francisco,2,37.7777216,-122.42299,4.4
Bansang,Korean,Date Night|Dinner|Drinks|To Share,Japantown,San Francisco,3,37.7840967,-122.4326346,4.2
District Tea,Tea|Japanese,Tea|Quick Bites|Lunch/Dinner,Mission,San Francisco,2,37.7625129,-122.4196039,4.5
buddy,Bar,Bar|Date Night|Drinks|Dinner,Mission,San Francisco,2,37.7554493,-122.4171118,4.5
Chome,Japanese,Dinner|Date Night|Drinks,Mission,San Francisco,2,37.7620526,-122.4191961,4.7
Nakama Sushi,Sushi|Japanese,Dinner|Drinks,Hayes Valley,San Francisco,2,37.7748092,-122.4210409,4.5
Dolores Park Cafe,American,Cafe|Brunch|Quick Bites,Mission,San Francisco,2,37.76133860000000,-122.4257977,4
Piglet & Co,Asian|Taiwanese,Lunch/Dinner|Brunch|To Share,Mission,San Francisco,2,37.7623247,-122.419593,4.5
Panchita's Pupusería & Restaurant,Salvadoran,Quick Bites|Lunch/Dinner,Mission,San Francisco,1,37.7648254,-122.4216446,4.4
Ramenwell,Ramen|Japanese,Noodles|Lunch/Dinner,Mission,San Francisco,2,37.7619694,-122.4188712,4.4
Fiorella,Italian|Pizza,Dinner|Date Night|Drinks,Inner Sunset|Outer Richmond|Polk Gulch,San Francisco,2,37.7819242,-122.4845393,4.6
Fiorella,Italian|Pizza,Dinner|Date Night|Drinks,Inner Sunset|Outer Richmond|Polk Gulch,San Francisco,2,37.79746860000000,-122.421967,4.6
Fiorella,Italian|Pizza,Dinner|Date Night|Drinks,Inner Sunset|Outer Richmond|Polk Gulch,San Francisco,2,37.7651741,-122.4662745,4.6
Bouchon Bakery,Bakery,Quick Bites,,Yountville,2,38.4024339,-122.3617839,4.8
ARIARI,Korean,Dinner|Drinks|To Share,East Village,New York City,2,40.7272708,-73.9858313,4.8
Violet's,American,Dinner|Drinks,Central Richmond,San Francisco,2,37.7818401,-122.48393940000000,3.6
Harborview Restaurant & Bar,Chicken|Dim Sum,Lunch/Dinner|To Share,Embarcadero,San Francisco,2,37.7949371,-122.39570610000000,3.9
RT Rotisserie,American|Chicken,Lunch/Dinner,Hayes Valley,San Francisco,2,37.773096700000000,-122.4389433,4.0
Bellota,Spanish,Dinner|Drinks|To Share,Soma,San Francisco,3,37.7719769,-122.40504790000000,3.5
Santeria,Mexican,Brunch|Drinks|Lunch/Dinner,Castro,San Francisco,2,37.7649189,-122.43188370000000,4.0
Sisterita,American,Brunch,Chinatown,San Francisco,2,37.7940038,-122.40419300000000,3.6
Izakaya MEW,Japanese,Drinks|Lunch/Dinner|To Share,Koreatown,New York City,2,40.7501561,-73.98625420000000,4.8
Dim Sum Sam,Chinese|Dim Sum,Lunch/Dinner|Quick Bites,Flatiron|Midtown,New York City,2,40.740559,-73.98780580000000,3.5
Dim Sum Sam,Chinese|Dim Sum,Lunch/Dinner|Quick Bites,Flatiron|Midtown,New York City,2,40.7552667,-73.98958210000000,3.5
Seoul Salon,Korean,Dinner|Drinks|To Share,Koreatown,New York City,2,40.7483116,-73.98662440000000,4.4
Jongro BBQ,Korean,Drinks|Lunch/Dinner|To Share,Koreatown,New York City,2,40.7475891,-73.986913,4.2
Kaoru,Japanese|Sushi,Lunch/Dinner,Midtown East,New York City,2,40.752021,-73.9699042,4.1
Cho Dang Gol,Korean,Lunch/Dinner,Koreatown,New York City,2,40.7502469,-73.986246,4.8
Lavash,Persian,Date Night|Lunch/Dinner|To Share,Inner Sunset,San Francisco,2,37.764033400000000,-122.4634545,4.4
Outerlands,American,Brunch|Dinner|Drinks,Outer Sunset,San Francisco,2,37.7602689,-122.50503110000000,4.4
Dumpling Story,Chinese|Dim Sum,Lunch/Dinner|To Share,Pacific Heights,San Francisco,2,37.7893075,-122.4337137,4.4
The Snug,Bar,Bar|Dinner|Drinks,Pacific Heights,San Francisco,2,37.790838100000000,-122.43439630000000,4.0
little shucker,Bar|Seafood,Drinks|To Share,Pacific Heights,San Francisco,2,37.7882506,-122.43353240000000,4.0
Octavia,American,Dinner|To Share,Lower Pacific Heights,San Francisco,4,37.7879648,-122.42710640000000,3.5
Funky Elephant,Thai,Dinner|Drinks,Mission|Berkeley,San Francisco,2,37.7525071,-122.4210213,4.0
Funky Elephant,Thai,Dinner|Drinks,Mission|Berkeley,San Francisco,2,37.8795277,-122.29770500000000,4.0
Key Klub,American,Dinner|Drinks,Lower Nob Hill,San Francisco,2,37.7900163,-122.4113662,4.1
Andytown Coffee Roasters,Cafe|Coffee,Cafe,Outer Richmond|Outer Sunset|Soma,San Francisco,2,37.7566712,-122.50231470000000,4.3
Andytown Coffee Roasters,Cafe|Coffee,Cafe,Outer Richmond|Outer Sunset|Soma,San Francisco,2,37.789742600000000,-122.3953098,4.3
Andytown Coffee Roasters,Cafe|Coffee,Cafe,Outer Richmond|Outer Sunset|Soma,San Francisco,2,37.772769,-122.5106982,4.3
Andytown Coffee Roasters,Cafe|Coffee,Cafe,Outer Richmond|Outer Sunset|Soma,San Francisco,2,37.7414594,-122.5052277,4.3
Cafe Da Fonk!,Cafe,Brunch|Cafe,Design District,San Francisco,2,37.7657768,-122.40208300000000,3.6
Mamahuhu,American|Chinese,Lunch/Dinner,Inner Richmond|Noe Valley|Mill Valley,San Francisco,2,37.7826936,-122.4647805,4.0
Mamahuhu,American|Chinese,Lunch/Dinner,Inner Richmond|Noe Valley|Mill Valley,San Francisco,2,37.751319700000000,-122.4315852,4.0
Mamahuhu,American|Chinese,Lunch/Dinner,Inner Richmond|Noe Valley|Mill Valley,San Francisco,2,37.9052952,-122.5494049,4.0
NONO,Japanese,To Share,Japantown,San Francisco,2,37.7856859,-122.43290330000000,4.0
Yokai,Japanese,Date Night|Dinner|Drinks|To Share,Soma,San Francisco,3,37.7887962,-122.39845550000000,4.4
Lou's Cafe,Sandwiches,Quick Bites,Fidi|Inner Richmond|Outer Sunset,San Francisco,2,37.7804028,-122.47329170000000,4.3
Lou's Cafe,Sandwiches,Quick Bites,Fidi|Inner Richmond|Outer Sunset,San Francisco,2,37.7429869,-122.4824415,4.3
Lou's Cafe,Sandwiches,Quick Bites,Fidi|Inner Richmond|Outer Sunset,San Francisco,2,37.7927186,-122.3990642,4.3
Winston's Cafe & Bakery,American|Cafe,Brunch|Cafe,,Napa,2,38.2954392,-122.2887236,4.0
Kin Khao,Thai,Drinks|Lunch/Dinner|To Share,Union Square,San Francisco,3,37.7852408,-122.409331,4.4
Pearl 6101,Italian|Mediterranean,Date Night|Dinner|Drinks,Central Richmond,San Francisco,3,37.7838487,-122.48302540000000,4.5
Four Chairs,American,Brunch|Cafe,Bernal Heights,San Francisco,2,37.7444458,-122.4210036,4.4
Palm City,American|Wine,Bar|Dinner|Drinks,Outer Sunset,San Francisco,2,37.7623709,-122.5016052,4.0
KAVA Neo-Taverna,Greek,Dinner|Brunch|Drinks|Date Night,South End,Boston,3,42.342357199999995,-71.0705134,4.7
Sulmona,Italian,Brunch|Date Night|Dinner|Drinks,The Port,Cambridge,3,42.362865199999995,-71.093845,4.6
Committee,Mediterranean,Brunch|Date Night|Drinks|Lunch/Dinner,D Street / West Broadway,Boston,3,42.353374699999996,-71.0463729,4.5
Hei La Moon,Chinese|Dim Sum,Lunch/Dinner|To Share,Chinatown,Boston,1,42.3523984,-71.0602081,4.5
Destoyer,Scandinavian,Brunch|Lunch,Hayden Tract,Culver City,2,34.0246417,-118.3813241,4.3
Sun Nong Dan,Korean,Lunch/Dinner|Late Night|To Share,Koreatown,Los Angeles,2,34.062999999999995,-118.2974836,4.7
Sun Nong Dan,Korean,Lunch/Dinner|Late Night|To Share,Koreatown,Los Angeles,2,34.0592615,-118.30879639999998,4.7
Sun Nong Dan,Korean,Lunch/Dinner|Late Night|To Share,,San Gabriel,2,34.1042749,-118.08758789999999,4.7
Sun Nong Dan,Korean,Lunch/Dinner|Late Night|To Share,,Rowland Heights,2,33.9947321,-117.88982530000001,4.7
The Little Door,Mediterranean,Dinner|Drinks|Date Night,Central LA,Los Angeles,4,34.0720931,-118.3675088,4.6
Driftwood Kitchen,Seafood,Lunch/Dinner|Date Night|Brunch,,Laguna Beach,3,33.5386199,-117.7811223,4.2
Tsujita La Artisan Noodles,Japanese,Noodles|Lunch/Dinner,Sawtelle,Los Angeles,1,34.03957,-118.44267669999999,4.2
Eggslut,American,Brunch,Central LA,Los Angeles,2,34.0736568,-118.377654,4.4
Eggslut,American,Brunch,Downtown Los Angeles,Los Angeles,2,34.050588499999996,-118.2486089,4.4
Eggslut,American,Brunch,Venice,Los Angeles,2,33.9873748,-118.4722263,4.4
Eggslut,American,Brunch,Downtown,Glendale,2,34.1428905,-118.25451629999999,4.4
Gjusta,Bakery,Quick Bites,Venice,Los Angeles,2,33.9953156,-118.4745672,4.5
Gjelina,American,Lunch/Dinner|Brunch,Venice,Los Angeles,3,33.990497,-118.4649651,4.0
